Label	Type	ID	Database	Comment
Bmp7	GeneProduct	12162	Entrez Gene	
Pdss2	GeneProduct	71365	Entrez Gene	
Pxn	GeneProduct	19303	Entrez Gene	
Mafb	GeneProduct	16658	Entrez Gene	
Psenen	GeneProduct	66340	Entrez Gene	
Vcl	GeneProduct	22330	Entrez Gene	
Sulf1	GeneProduct	240725	Entrez Gene	
Cxadr	GeneProduct	13052	Entrez Gene	
Igfbp7	GeneProduct	29817	Entrez Gene	
Robo1	GeneProduct	19876	Entrez Gene	
Utrn	GeneProduct	22288	Entrez Gene	
Ralgps1	GeneProduct	241308	Entrez Gene	
Nes	GeneProduct	18008	Entrez Gene	
Cfh	GeneProduct	12628	Entrez Gene	
Uchl1	GeneProduct	22223	Entrez Gene	
Adam10	GeneProduct	11487	Entrez Gene	
Lims1	GeneProduct	110829	Entrez Gene	
Tln2	GeneProduct	70549	Entrez Gene	
Angptl2	GeneProduct	26360	Entrez Gene	
Cux1	GeneProduct	13047	Entrez Gene	
Rab4a	GeneProduct	19341	Entrez Gene	
Ctgf	GeneProduct	14219	Entrez Gene	
Notch4	GeneProduct	18132	Entrez Gene	
Cd151	GeneProduct	12476	Entrez Gene	
F11r	GeneProduct	16456	Entrez Gene	
Vangl2	GeneProduct	93840	Entrez Gene	
Ocln	GeneProduct	18260	Entrez Gene	
Itga6	GeneProduct	16403	Entrez Gene	
Rarb	GeneProduct	218772	Entrez Gene	
Fcgrt	GeneProduct	14132	Entrez Gene	
Spna2	GeneProduct	20740	Entrez Gene	
Epas1	GeneProduct	13819	Entrez Gene	
Ptgs2	GeneProduct	19225	Entrez Gene	
Bcam	GeneProduct	57278	Entrez Gene	
Ctnna1	GeneProduct	12385	Entrez Gene	
Pla2r1	GeneProduct	18779	Entrez Gene	
Dbn1	GeneProduct	56320	Entrez Gene	
Kcnma1	GeneProduct	16531	Entrez Gene	
Nid1	GeneProduct	18073	Entrez Gene	
Fras1	GeneProduct	231470	Entrez Gene	
Nid2	GeneProduct	18074	Entrez Gene	
Prkce	GeneProduct	18754	Entrez Gene	
Rab3a	GeneProduct	19339	Entrez Gene	
Notch2	GeneProduct	18129	Entrez Gene	
Cdh3	GeneProduct	12560	Entrez Gene	
Arpc4	GeneProduct	68089	Entrez Gene	
Plce1	GeneProduct	74055	Entrez Gene	
Igf1r	GeneProduct	16001	Entrez Gene	
Ptger4	GeneProduct	19219	Entrez Gene	
Crim1	GeneProduct	50766	Entrez Gene	
Adcy1	GeneProduct	432530	Entrez Gene	
Sh3kbp1	GeneProduct	58194	Entrez Gene	
Itgb1	GeneProduct	16412	Entrez Gene	
Actb	GeneProduct	11461	Entrez Gene	
Agrn	GeneProduct	11603	Entrez Gene	
Paxip1	GeneProduct	55982	Entrez Gene	
Clic5	GeneProduct	224796	Entrez Gene	
Vhl	GeneProduct	22346	Entrez Gene	
Shc1	GeneProduct	20416	Entrez Gene	
Csk	GeneProduct	12988	Entrez Gene	
Inf2	GeneProduct	70435	Entrez Gene	
Stra13	GeneProduct	20892	Entrez Gene	
Prkaca	GeneProduct	18747	Entrez Gene	
Pik3c2a	GeneProduct	18704	Entrez Gene	
Itga3	GeneProduct	16400	Entrez Gene	
Col4a4	GeneProduct	12829	Entrez Gene	
Dnm2	GeneProduct	13430	Entrez Gene	
Kank2	GeneProduct	235041	Entrez Gene	
Cfl1	GeneProduct	ENSMUSG00000056201	Ensembl	
Vangl1	GeneProduct	229658	Entrez Gene	
Wasl	GeneProduct	73178	Entrez Gene	
Cbl	GeneProduct	12402	Entrez Gene	
Slc9a3r2	GeneProduct	65962	Entrez Gene	
Arpc2	GeneProduct	76709	Entrez Gene	
Pak1	GeneProduct	18479	Entrez Gene	
Rbpj	GeneProduct	19664	Entrez Gene	
Smurf1	GeneProduct	75788	Entrez Gene	
Vegfa	GeneProduct	22339	Entrez Gene	
Capza2	GeneProduct	12343	Entrez Gene	
Grlf1	GeneProduct	232906	Entrez Gene	
Ywhab	GeneProduct	54401	Entrez Gene	
Angpt1	GeneProduct	11600	Entrez Gene	
Angptl3	GeneProduct	30924	Entrez Gene	
Spp1	GeneProduct	20750	Entrez Gene	
Pdcd6ip	GeneProduct	18571	Entrez Gene	
Tgfb3	GeneProduct	21809	Entrez Gene	
Sh2d4a	GeneProduct	72281	Entrez Gene	
Dicer1	GeneProduct	192119	Entrez Gene	
Lgals1	GeneProduct	16852	Entrez Gene	
Grb2	GeneProduct	14784	Entrez Gene	
Vdr	GeneProduct	22337	Entrez Gene	
Ccnd1	GeneProduct	12443	Entrez Gene	
Rhoa	GeneProduct	11848	Entrez Gene	
Dnm3	GeneProduct	103967	Entrez Gene	
Cxcl12	GeneProduct	20315	Entrez Gene	
Lrrc7	GeneProduct	242274	Entrez Gene	
Cyp26a1	GeneProduct	13082	Entrez Gene	
Igf1	GeneProduct	16000	Entrez Gene	
Lamc1	GeneProduct	226519	Entrez Gene	
Tgfb1	GeneProduct	21803	Entrez Gene	
Dnm1	GeneProduct	13429	Entrez Gene	
Notch1	GeneProduct	18128	Entrez Gene	
Ddr1	GeneProduct	12305	Entrez Gene	
Tgfbr1	GeneProduct	21812	Entrez Gene	
Sirpa	GeneProduct	19261	Entrez Gene	
Inppl1	GeneProduct	16332	Entrez Gene	
Cxcl16	GeneProduct	66102	Entrez Gene	
Cdkn1b	GeneProduct	12576	Entrez Gene	
Snai1	GeneProduct	20613	Entrez Gene	
Myh10	GeneProduct	77579	Entrez Gene	
Plcg1	GeneProduct	18803	Entrez Gene	
Prkca	GeneProduct	18750	Entrez Gene	
Arrb2	GeneProduct	216869	Entrez Gene	
Fam65a	GeneProduct	75687	Entrez Gene	
Cdkn1a	GeneProduct	12575	Entrez Gene	
Jup	GeneProduct	16480	Entrez Gene	
Egln2	GeneProduct	112406	Entrez Gene	
Myo1e	GeneProduct	71602	Entrez Gene	
Actr3	GeneProduct	74117	Entrez Gene	
Arpc3	GeneProduct	56378	Entrez Gene	
Epb4.1l5	GeneProduct	226352	Entrez Gene	
Scrib	GeneProduct	105782	Entrez Gene	
Myh9	GeneProduct	17886	Entrez Gene	
Lmx1b	GeneProduct	16917	Entrez Gene	
Scel	GeneProduct	64929	Entrez Gene	
Actn4	GeneProduct	60595	Entrez Gene	
Baiap2	GeneProduct	108100	Entrez Gene	
Crb2	GeneProduct	241324	Entrez Gene	
Ptk2	GeneProduct	14083	Entrez Gene	
Itgb3	GeneProduct	16416	Entrez Gene	
Vasp	GeneProduct	22323	Entrez Gene	
Nfatc3	GeneProduct	18021	Entrez Gene	
Ldb1	GeneProduct	16825	Entrez Gene	
Notch3	GeneProduct	18131	Entrez Gene	
Tcf21	GeneProduct	21412	Entrez Gene	
Rapgef2	GeneProduct	76089	Entrez Gene	
Ncstn	GeneProduct	59287	Entrez Gene	
Ntrk3	GeneProduct	18213	Entrez Gene	
Nrn1	GeneProduct	68404	Entrez Gene	
Bad	GeneProduct	12015	Entrez Gene	
Camk2d	GeneProduct	108058	Entrez Gene	
Ctnna2	GeneProduct	12386	Entrez Gene	
Cgn	GeneProduct	70737	Entrez Gene	
Zhx3	GeneProduct	320799	Entrez Gene	
Nck1	GeneProduct	17973	Entrez Gene	
Sp1	GeneProduct	20683	Entrez Gene	
Hif1an	GeneProduct	319594	Entrez Gene	
Map1lc3a	GeneProduct	66734	Entrez Gene	
Lamb2	GeneProduct	16779	Entrez Gene	
Ccni	GeneProduct	12453	Entrez Gene	
Angptl4	GeneProduct	57875	Entrez Gene	
Fat1	GeneProduct	14107	Entrez Gene	
Smad7	GeneProduct	17131	Entrez Gene	
Plaur	GeneProduct	18793	Entrez Gene	
Tbxa2r	GeneProduct	21390	Entrez Gene	
Wwc1	GeneProduct	211652	Entrez Gene	
Nrxn1	GeneProduct	18189	Entrez Gene	
Sema3f	GeneProduct	20350	Entrez Gene	
Bmp4	GeneProduct	12159	Entrez Gene	
Pick1	GeneProduct	18693	Entrez Gene	
Ezr	GeneProduct	22350	Entrez Gene	
Braf	GeneProduct	109880	Entrez Gene	
Itga2	GeneProduct	16398	Entrez Gene	
Sult1b1	GeneProduct	56362	Entrez Gene	
Birc5	GeneProduct	11799	Entrez Gene	
Spnb2	GeneProduct	20742	Entrez Gene	
Igfbp2	GeneProduct	16008	Entrez Gene	
Kirrel2	GeneProduct	243911	Entrez Gene	
Slc29a4	GeneProduct	243328	Entrez Gene	
Cdc42	GeneProduct	12540	Entrez Gene	
Dag1	GeneProduct	13138	Entrez Gene	
Kirrel	GeneProduct	170643	Entrez Gene	
Kdr	GeneProduct	16542	Entrez Gene	
Slc43a1	GeneProduct	72401	Entrez Gene	
Khdrbs3	GeneProduct	13992	Entrez Gene	
Cdkn1c	GeneProduct	12577	Entrez Gene	
Agtr1a	GeneProduct	11607	Entrez Gene	
Sparc	GeneProduct	20692	Entrez Gene	
Arhgdia	GeneProduct	192662	Entrez Gene	
Pik3r1	GeneProduct	18708	Entrez Gene	
Cmip	GeneProduct	74440	Entrez Gene	
Magi2	GeneProduct	50791	Entrez Gene	
Pik3r2	GeneProduct	18709	Entrez Gene	
Capzb	GeneProduct	12345	Entrez Gene	
Parva	GeneProduct	57342	Entrez Gene	
Pik3ca	GeneProduct	18706	Entrez Gene	
Wt1	GeneProduct	22431	Entrez Gene	
Zhx1	GeneProduct	22770	Entrez Gene	
Igsf5	GeneProduct	72058	Entrez Gene	
Ext1	GeneProduct	14042	Entrez Gene	
Ctnnb1	GeneProduct	12387	Entrez Gene	
Lasp1	GeneProduct	16796	Entrez Gene	
Aph1b	GeneProduct	208117	Entrez Gene	
Sv2b	GeneProduct	64176	Entrez Gene	
Cdkn2a	GeneProduct	12578	Entrez Gene	
Pik3cb	GeneProduct	74769	Entrez Gene	
Arpc1b	GeneProduct	11867	Entrez Gene	
Pdpn	GeneProduct	14726	Entrez Gene	
Ctnnd1	GeneProduct	12388	Entrez Gene	
Pkd2	GeneProduct	18764	Entrez Gene	
Col18a1	GeneProduct	12822	Entrez Gene	
Plekhh2	GeneProduct	213556	Entrez Gene	
Hif1a	GeneProduct	15251	Entrez Gene	
Itgav	GeneProduct	16410	Entrez Gene	
Lims2	GeneProduct	225341	Entrez Gene	
Ilk	GeneProduct	16202	Entrez Gene	
Nphs2	GeneProduct	170484	Entrez Gene	
Nrp1	GeneProduct	18186	Entrez Gene	
Pax2	GeneProduct	18504	Entrez Gene	
Smarcal1	GeneProduct	54380	Entrez Gene	
Nr2f2	GeneProduct	11819	Entrez Gene	
Pak2	GeneProduct	224105	Entrez Gene	
Capza1	GeneProduct	12340	Entrez Gene	
Met	GeneProduct	17295	Entrez Gene	
Camk2a	GeneProduct	12322	Entrez Gene	
Tgfb2	GeneProduct	21808	Entrez Gene	
Rac1	GeneProduct	19353	Entrez Gene	
Ctnna3	GeneProduct	216033	Entrez Gene	
Bmpr1a	GeneProduct	12166	Entrez Gene	
Akt1	GeneProduct	11651	Entrez Gene	
Wtip	GeneProduct	101543	Entrez Gene	
Itgb4	GeneProduct	192897	Entrez Gene	
Tgfbr2	GeneProduct	21813	Entrez Gene	
Cxxc5	GeneProduct	67393	Entrez Gene	
Mc1r	GeneProduct	17199	Entrez Gene	
Adipor1	GeneProduct	72674	Entrez Gene	
Atg5	GeneProduct	11793	Entrez Gene	
Aph1c	GeneProduct	68318	Entrez Gene	
Cdk5	GeneProduct	12568	Entrez Gene	
Vav2	GeneProduct	22325	Entrez Gene	
Sema3a	GeneProduct	20346	Entrez Gene	
Dvl2	GeneProduct	13543	Entrez Gene	
Cdk5r1	GeneProduct	12569	Entrez Gene	
Fyn	GeneProduct	14360	Entrez Gene	
Nckipsd	GeneProduct	80987	Entrez Gene	
Smad2	GeneProduct	17126	Entrez Gene	
Hey1	GeneProduct	15213	Entrez Gene	
Camk2b	GeneProduct	12323	Entrez Gene	
Wnt1	GeneProduct	22408	Entrez Gene	
Yes1	GeneProduct	22612	Entrez Gene	
Rara	GeneProduct	19401	Entrez Gene	
Egln3	GeneProduct	112407	Entrez Gene	
Cask	GeneProduct	12361	Entrez Gene	
Podxl	GeneProduct	27205	Entrez Gene	
Igfbp3	GeneProduct	16009	Entrez Gene	
Olfm1	GeneProduct	56177	Entrez Gene	
P4ha1	GeneProduct	18451	Entrez Gene	
Arhgap24	GeneProduct	231532	Entrez Gene	
Src	GeneProduct	20779	Entrez Gene	
Palld	GeneProduct	72333	Entrez Gene	
Nphs1	GeneProduct	54631	Entrez Gene	
Bcl2	GeneProduct	12043	Entrez Gene	
Tagln	GeneProduct	21345	Entrez Gene	
Cd2ap	GeneProduct	12488	Entrez Gene	
Nck2	GeneProduct	17974	Entrez Gene	
Lama5	GeneProduct	16776	Entrez Gene	
Actr2	GeneProduct	66713	Entrez Gene	
Robo2	GeneProduct	268902	Entrez Gene	
Ddn	GeneProduct	13199	Entrez Gene	
Cxcl10	GeneProduct	15945	Entrez Gene	
Prkacb	GeneProduct	18749	Entrez Gene	
Camk2g	GeneProduct	12325	Entrez Gene	
Synpo	GeneProduct	104027	Entrez Gene	
Col4a3	GeneProduct	12828	Entrez Gene	
Prkci	GeneProduct	18759	Entrez Gene	
Pard3	GeneProduct	93742	Entrez Gene	
Tjp1	GeneProduct	21872	Entrez Gene	
Pard6a	GeneProduct	56513	Entrez Gene	
Psen1	GeneProduct	19164	Entrez Gene	
Psen2	GeneProduct	19165	Entrez Gene	
Sdk1	GeneProduct	330222	Entrez Gene	
Fktn	GeneProduct	246179	Entrez Gene	
Col4a5	GeneProduct	12830	Entrez Gene	
Ptpro	GeneProduct	19277	Entrez Gene	
Kirrel3	GeneProduct	67703	Entrez Gene	
Rph3a	GeneProduct	19894	Entrez Gene	
Aph1a	GeneProduct	226548	Entrez Gene	
Magi1	GeneProduct	14924	Entrez Gene	
